frequency_cycles_per_sample,periodogram_db,capon_db,ar_db
0.0517578125,-38.947364935921584,-14.337755804053362,-19.124985995131535
0.052001953125,-34.95077116111092,-14.336995392455226,-19.144770506641343
0.05224609375,-32.0765346890497,-14.335822262767369,-19.165315343676777
0.052490234375,-29.93744914911308,-14.3342378096737,-19.186590894543684
0.052734375,-28.280951512808077,-14.33224382251883,-19.208566763253256
0.052978515625,-26.964391580806527,-14.329842485603042,-19.231211852157045
0.05322265625,-25.90231500962532,-14.32703637831549,-19.254494443947458
0.053466796875,-25.039803886619055,-14.323828475096473,-19.278382282634375
0.0537109375,-24.33919168933808,-14.320222145218258,-19.302842653136125
0.053955078125,-23.77301119149845,-14.316221152372886,-19.327842459152382
0.05419921875,-23.31997188739548,-14.311829654054169,-19.353348299016876
0.054443359375,-22.962492997973328,-14.30705220071998,-19.37932653925938
0.0546875,-22.68507779157701,-14.30189373471974,-19.40574338563804
0.054931640625,-22.473172999889414,-14.296359588971049,-19.432564951434696
0.05517578125,-22.31234648088197,-14.290455485368188,-19.459757322837568
0.055419921875,-22.18773460333552,-14.284187532904376,-19.48728662126584
0.0556640625,-22.083796717527648,-14.27756222548852,-19.515119062520785
0.055908203125,-21.984472157700136,-14.270586439436453,-19.543221012676234
0.05615234375,-21.873843876096814,-14.263267430615636,-19.571559040648324
0.056396484375,-21.737336281011856,-14.255612831221683,-19.60009996740974
0.056640625,-21.56329662766099,-14.24763064616419,-19.628810911837622
0.056884765625,-21.344581984644616,-14.239329249038885,-19.657659333205658
0.05712890625,-21.079635760671742,-14.230717377662462,-19.6866130703514
0.057373046875,-20.772633298924788,-14.221804129146102,-19.715640377567397
0.0576171875,-20.432609788472913,-14.21259895448344,-19.744709957281174
0.057861328125,-20.071870221315066,-14.203111652628358,-19.773790989603132
0.05810546875,-19.704188637757404,-14.193352364038196,-19.802853158833884
0.058349609375,-19.343250193254725,-14.18333156365784,-19.831866677033055
0.05859375,-19.001575601432005,-14.173060053320567,-19.8608023047605
0.058837890625,-18.689949914678778,-14.162548953541867,-19.88963136910808
0.05908203125,-18.41724751633641,-14.151809694683058,-19.918325779145874
0.059326171875,-18.190508118973277,-14.140854007462359,-19.946858038910946
0.0595703125,-18.015137833614034,-14.129693912792018,-19.975201258069816
0.059814453125,-17.89514781649672,-14.118341710921317,-20.003329160387473
0.06005859375,-17.833378942844192,-14.106809969866665,-20.031216090136642
0.060302734375,-17.831686749205918,-14.09511151311161,-20.058837016580497
0.060546875,-17.89107653402479,-14.08325940656157,-20.086167536660984
0.060791015625,-18.011786715515502,-14.071266944740028,-20.1131838760231
0.06103515625,-18.1933222373368,-14.059147636215377,-20.139862888502705
0.061279296875,-18.434441319082786,-14.0469151882502,-20.16618205420251
0.0615234375,-18.73309989921151,-14.034583490667536,-20.192119476277085
0.061767578125,-19.086360061002875,-14.022166598931822,-20.21765387654403
0.06201171875,-19.490272726511925,-14.009678716445453,-20.242764590033758
0.062255859375,-19.939751914949866,-13.997134176065495,-20.26743155858623
0.0625,-20.428468300965918,-13.98454742084889,-20.29163532359792
0.062744140625,-20.948802639582908,-13.971932984038363,-20.31535701801763
0.06298828125,-21.491910934440178,-13.959305468305603,-20.338578357684924
0.063232421875,-22.04795481730635,-13.946679524272517,-20.361281632099892
0.0634765625,-22.606530324137527,-13.934069828335964,-20.383449694708126
0.063720703125,-23.157274767986422,-13.921491059826113,-20.405065952780124
0.06396484375,-23.690544950897376,-13.90895787753324,-20.42611435695937
0.064208984375,-24.197964524849922,-13.896484895642775,-20.4465793905488
0.064453125,-24.67258280170548,-13.884086659123358,-20.466446058601015
0.064697265625,-25.108424501187187,-13.871777618617521,-20.485699876873113
0.06494140625,-25.49936308074809,-13.859572104889686,-20.504326860702943
0.065185546875,-25.837499500014978,-13.847484302890969,-20.522313513859597
0.0654296875,-26.111531895605353,-13.835528225505158,-20.539646817417207
0.065673828125,-26.305909180624624,-13.82371768704476,-20.556314218697516
