case,samples,outputs,inputs,block_rows,block_cols,tangential_schur_scale,pick_min_eigenvalue,pick_max_eigenvalue,condition_hint
one_over_f_3x3,3000,3,3,24,24,4.0445755967043615,0.001067119425473053,5.393172933052048,
random_rational_10x10,1000,10,10,10,10,28.72922668769621,0.11985135723572803,4.640837691041149,
ill_conditioned_2x2,1200,2,2,200,200,11.27635369182849,0.0003785798153367993,7.109266620442167,100000000.0
