full_order,reduced_order,channels,lattice_order,selected_gain,reduced_state_radius,retained_hankel_energy,polar_factor_relative_error,state_response_relative_error,static_gain_relative_error,static_gain_improvement,static_gain_left_condition,static_gain_right_condition,diagnostic_classification,unitarity_error,max_reflection_singular_value,target_gain_condition_span,note
12,6,3,6,0.5499999999999999,0.8774799523853039,0.9991742174326282,1.4086476159995207,1.9007200605114112,0.7294917925226048,2.605540021140832,24.481514264465538,107.39898016986474,mostly_static_gain_or_nonunitary_mismatch,1.463888392366228e-14,0.5005197106700243,17.75219552244621,experimental all-pass/polar fit; not an exact matrix AAK/Nehari solver
